event	group	target	flavour_text	image	secondary_detail	layout	layout_data	sound_event	context_located	override_icon	instant_open
agent_action_vs_immortal_character	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target		false
agent_action_vs_immortal_character	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_assassinate_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target		false
agent_action_vs_immortal_character	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target		false
agent_action_vs_settlement	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_settlement_critical_failure	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
agent_action_vs_settlement	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_settlement_failure	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
agent_action_vs_settlement	wh2_dlc09_event_feed_agent_action_all_hinder_settlement_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_settlement_success	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
agent_action_vs_settlement	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_settlement_critical_failure_theirs	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
agent_action_vs_settlement	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_settlement_failure_theirs	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
agent_action_vs_settlement	wh2_dlc09_event_feed_agent_action_all_hinder_settlement_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_settlement_success_theirs	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
